Start_Date,End_Date,Start_Frequency,End_Frequency,Flare_Location,Flare_Region,Importance,CME_Date,CPA,width,isHalo,WidthLimit
2003-03-19 02:30:00,2003-03-19 03:15:00,14000,6000,SW90b,-----,,2003-03-19 02:30:00,,360,True,
2003-04-22 07:25:00,2003-04-22 08:22:00,3500,700,NE90b,-----,,2003-04-22 07:36:00,87.0,171,False,
2003-06-05 00:00:00,2003-06-05 00:00:00,????,????,W90b,-----,,2003-06-05 20:06:00,230.0,239,False,
2003-10-21 04:10:00,2003-10-21 04:55:00,5000,1000,SE90b,-----,,2003-10-21 03:54:00,,360,True,
2003-11-02 09:23:00,2003-11-02 11:22:00,14000,550,SW90b,-----,,2003-11-02 09:30:00,,360,True,
2003-11-09 00:00:00,2003-11-09 00:00:00,????,????,E90b,-----,,2003-11-09 06:30:00,,360,True,
2003-11-11 00:00:00,2003-11-11 00:00:00,????,????,W90b,-----,,2003-11-11 02:30:00,,360,True,
2004-06-02 23:13:00,2004-06-02 23:55:00,14000,2100,W90b,-----,,2004-06-02 23:15:00,287.0,136,False,
2004-06-03 16:48:00,2004-06-03 17:10:00,12000,5000,W90b,-----,,2004-06-03 16:50:00,303.0,179,False,
2004-06-04 07:50:00,2004-06-04 09:55:00,14000,2500,W90b,-----,,2004-06-04 07:50:00,309.0,>273,False,273.0
2004-08-08 09:15:00,2004-08-08 09:22:00,14000,7000,BACK,-----,,2004-08-08 08:54:00,,360,True,
2004-11-01 05:55:00,2004-11-01 07:25:00,3000,400,W90b,-----,,2004-11-01 06:06:00,266.0,146,False,
2005-02-01 11:40:00,2005-02-01 11:50:00,8000,4000,BACK,-----,,2005-02-01 11:06:00,,360,True,
2005-05-03 00:20:00,2005-05-03 01:10:00,14000,1500,S05E90,10758,,2005-05-03 00:26:00,82.0,>66,False,66.0
2005-05-17 03:20:00,2005-05-17 03:35:00,4500,1500,BACK,-----,,2005-05-17 03:06:00,252.0,89,False,
2005-07-17 11:50:00,2005-07-17 13:45:00,7000,300,BACK,-----,,2005-07-17 11:30:00,,360,True,
2005-07-24 13:50:00,2005-07-24 22:30:00,14000,150,BACK,-----,,2005-07-24 13:54:00,,360,True,
2005-07-24 22:35:00,2005-07-24 22:40:00,1000,700,BACK,-----,,2005-07-24 22:30:00,,360,True,
2005-07-27 07:45:00,2005-07-27 08:30:00,2500,1000,NE90b,-----,,2005-07-27 07:54:00,65.0,51,False,
2005-08-29 11:10:00,2005-08-29 11:14:00,10000,6000,BACK,-----,,2005-08-29 10:54:00,,360,True,
2005-08-31 22:10:00,2005-08-31 23:00:00,14000,6000,BACK,-----,,2005-08-31 22:30:00,,360,True,
2005-09-03 03:20:00,2005-09-03 05:15:00,2000,500,BACK,-----,,2005-09-03 03:12:00,,360,True,
2006-11-05 17:35:00,2006-11-05 19:20:00,14000,400,E90b,-----,,2006-11-05 17:54:00,39.0,196,False,
2006-11-06 10:35:00,2006-11-06 11:05:00,14000,6000,E90b,-----,,2006-11-06 10:30:00,77.0,55,False,
2011-01-13 09:15:00,2011-01-13 10:05:00,16000,3500,E90b,-----,,2011-01-13 09:36:00,79.0,122,False,
2011-06-04 07:00:00,2011-06-04 13:45:00,16000,300,W90b,11222,,2011-06-04 06:48:00,,360,True,
2011-06-04 22:00:00,2011-06-07 01:30:00,16000,25,W90b,11222,,2011-06-04 22:05:00,,360,True,
2011-12-21 03:00:00,2011-12-21 08:15:00,16000,400,BACK,-----,,2011-12-21 03:12:00,,360,True,
2012-01-02 15:00:00,2012-01-02 15:45:00,16000,4000,BACK,-----,,2012-01-02 15:12:00,,360,True,
2012-03-18 00:20:00,2012-03-18 01:20:00,16000,200,BACK,-----,,2012-03-18 00:24:00,,360,True,
2012-03-24 00:40:00,2012-03-24 10:40:00,16000,300,BACK,-----,,2012-03-24 00:24:00,,360,True,
2012-03-26 23:15:00,2012-03-26 23:55:00,16000,1500,BACK,-----,,2012-03-26 23:12:00,,360,True,
2012-03-27 21:45:00,2012-03-27 22:30:00,4000,1500,BACK,-----,,2012-03-27 22:00:00,261.0,101,False,
2012-07-23 02:30:00,2012-07-23 21:40:00,16000,20,S17W132,11520,,2012-07-23 02:36:00,,360,True,
2013-09-06 22:29:00,2013-09-06 22:34:00,5000,2000,N10E104,DIM,,2013-09-06 20:48:00,90.0,182,False,
2013-10-05 07:00:00,2013-10-05 14:46:00,16000,200,S22E118,11865,,2013-10-05 07:09:00,,360,True,
2013-10-11 07:23:00,2013-10-11 11:43:00,14000,100,N21E103,11869,,2013-10-11 07:24:00,,360,True,
2013-10-13 18:47:00,2013-10-14 05:15:00,2100,600,------,-----,,2013-10-13 14:12:00,220.0,83,False,
2013-11-04 05:10:00,2013-11-04 08:00:00,16000,450,N03W165,11875,,2013-11-04 05:12:00,,360,True,
2013-11-07 10:26:00,2013-11-07 20:40:00,16000,100,N02E151,11899,,2013-11-07 10:36:00,,360,True,
2013-11-29 22:18:00,2013-11-30 09:20:00,1800,100,N06W183,11899,,2013-11-29 17:24:00,251.0,188,False,
2013-12-05 12:45:00,2013-12-05 13:00:00,4200,1600,S20E119,DIM,,2013-12-05 10:24:00,133.0,148,False,
2013-12-05 20:48:00,2013-12-05 21:35:00,14000,2500,------,-----,,,,---,True,
2013-12-20 08:23:00,2013-12-20 13:24:00,1500,400,------,-----,,2013-12-20 04:36:00,255.0,26,False,
2013-12-28 17:31:00,2013-12-28 18:05:00,16000,500,S15W125,11928,,2013-12-28 17:36:00,,360,True,
2014-01-04 17:41:00,2014-01-04 18:47:00,9000,100,------,-----,,,,---,True,
2014-01-04 19:03:00,2014-01-05 09:00:00,6500,100,------,-----,,,,---,True,
2014-01-06 07:57:00,2014-01-06 22:30:00,14000,80,S15W112,11936,,2014-01-06 08:00:00,,360,True,
2014-02-18 02:16:00,2014-02-18 02:51:00,2000,900,S24W43,EP,,2014-02-18 01:36:00,,360,True,
2014-03-04 18:24:00,2014-03-04 20:10:00,16000,2000,N13W170,12005,,2014-03-04 18:48:00,,360,True,
2014-03-05 13:33:00,2014-03-05 17:10:00,16000,500,N14E180,-----,,2014-03-05 13:48:00,,360,True,
2014-03-25 07:52:00,2014-03-25 11:30:00,1700,400,S23W130,EP,,2014-03-25 05:36:00,261.0,223,False,
2014-03-29 17:59:00,2014-03-30 09:58:00,14000,200,S08W152,12011,,2014-03-29 18:12:00,,360,True,
2014-04-02 18:49:00,2014-04-03 06:40:00,2400,200,------,-----,,,,---,True,
2014-05-07 16:24:00,2014-05-07 23:18:00,16000,200,N11E53,12027,,2014-05-07 16:24:00,,360,True,
2014-05-08 03:21:00,2014-05-08 05:26:00,16000,1100,S09W108,12051,,2014-05-08 03:24:00,,360,True,
2014-05-09 02:40:00,2014-05-09 04:30:00,14000,500,S11W122,12051,,2014-05-09 02:48:00,,360,True,
2014-05-10 04:32:00,2014-05-10 08:37:00,16000,400,S11W136,12051,,2014-05-10 04:36:00,,360,True,
2014-08-28 17:05:00,2014-08-28 22:08:00,16000,600,S19E162,12157,,2014-08-28 17:24:00,,360,True,
2014-09-01 11:12:00,2014-09-01 20:05:00,16000,150,N14E127,12158,,2014-09-01 11:12:00,,360,True,
2014-09-20 05:10:00,2014-09-20 05:30:00,14000,9700,S11W89,12164,,2014-09-20 05:24:00,292.0,87,False,
2014-09-22 06:13:00,2014-09-22 06:50:00,16000,4900,N14W142,12158,,2014-09-22 06:12:00,342.0,252,False,
2014-09-24 20:54:00,2014-09-24 23:48:00,16000,500,N13E179,EP,,2014-09-24 21:30:00,,360,True,
2014-11-08 16:57:00,2014-11-08 17:18:00,14000,7800,W90b,12203,,2014-11-08 16:36:00,305.0,141,False,
2014-12-13 14:27:00,2014-12-13 14:51:00,14000,3900,W90b,-----,,2014-12-13 14:24:00,,360,True,
2015-03-24 09:00:00,2015-03-24 11:47:00,14000,400,SW90b,-----,,2015-03-24 08:24:00,,360,True,
2015-04-26 03:21:00,2015-04-26 03:33:00,8000,4600,W90b,-----,,2015-04-26 03:24:00,,360,True,
2015-05-12 03:00:00,2015-05-12 03:04:00,14000,6400,W90b,-----,,2015-05-12 02:48:00,286.0,250,False,
2015-07-01 16:08:00,2015-07-01 20:47:00,1000,150,W90b,-----,,2015-07-01 14:36:00,,360,True,
2016-02-05 20:28:00,2016-02-05 23:31:00,1650,500,------,-----,,,,---,True,
2016-02-05 22:35:00,2016-02-05 22:55:00,5200,1900,S17W29,-----,,2016-02-05 21:24:00,193.0,155,False,
2016-05-24 17:00:00,2016-05-24 20:50:00,1500,700,------,-----,,,,---,True,
2016-08-15 18:21:00,2016-08-15 18:28:00,11000,3400,E90b,-----,,2016-08-15 17:24:00,75.0,98,False,
2017-04-23 06:00:00,2017-04-23 06:13:00,15000,8300,N16E41,-----,,2017-04-23 06:00:00,85.0,77,False,
2017-07-23 05:27:00,2017-07-23 06:12:00,4400,900,BACK,-----,,2017-07-23 04:48:00,,360,True,
2017-09-17 11:45:00,2017-09-17 12:35:00,16000,900,S08E170,-----,,2017-09-17 12:00:00,,360,True,
